('scissors', 0.15272288322141683)
 ('blades', 0.06154957702313663)
 ('good', 0.05118204185545034)
 ('cutting', 0.05068938416458528)
 ('paper', 0.047108322781792514)
 ('great', 0.04590061112078103)
 ('scissor', 0.03109280062268235)
 ('broke', 0.025624971399116875)
 ('13901', 0.023200499711408404)
 ('wrapping', 0.023200499711408404)
