airline,review_score,review_date,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,has_layover,pos_neu_neg_review,recommended
British Airways,5.0,2017-01-01,Solo Leisure,Economy Class,IKA to LHR,2017-01-01,4.0,4.0,2.0,4.0,4.0,3.0,False,neu,False
British Airways,5.0,2016-12-29,Solo Leisure,Economy Class,CUN to LGW,2016-12-01,3.0,4.0,2.0,3.0,4.0,2.0,False,neu,False
British Airways,10.0,2016-12-27,Couple Leisure,First Class,MAN to SAN via LHR,2016-12-01,4.0,5.0,4.0,4.0,4.0,4.0,True,pos,True
British Airways,7.0,2016-12-27,Family Leisure,Economy Class,LGW to TPA,2016-11-01,3.0,4.0,4.0,3.0,5.0,3.0,False,pos,True
British Airways,1.0,2016-12-26,Family Leisure,Economy Class,DXB to LHR,2016-12-01,1.0,1.0,1.0,2.0,1.0,1.0,False,neg,False
British Airways,9.0,2016-12-26,Solo Leisure,Premium Economy,LAX to LHR,2016-09-01,5.0,4.0,4.0,5.0,5.0,5.0,False,pos,True
British Airways,7.0,2016-12-23,Couple Leisure,Business Class,FRA to CPT via LHR,2016-12-01,4.0,5.0,2.0,3.0,4.0,4.0,True,pos,True
British Airways,1.0,2016-12-22,Couple Leisure,Economy Class,BWI to LHR,2016-12-01,2.0,3.0,2.0,3.0,1.0,1.0,False,neg,False
British Airways,7.0,2016-12-22,Couple Leisure,Premium Economy,BKK to LHR,2016-12-01,4.0,4.0,2.0,5.0,4.0,3.0,False,pos,False
British Airways,1.0,2016-12-21,Solo Leisure,Premium Economy,DXB to YYZ via LHR,2016-12-01,2.0,4.0,2.0,1.0,1.0,1.0,True,neg,False
British Airways,1.0,2016-12-21,Business,Economy Class,LHR to CPH,2016-12-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,2.0,2016-12-19,Couple Leisure,Economy Class,LGW to ANU,2016-12-01,3.0,3.0,1.0,2.0,1.0,2.0,False,neg,False
British Airways,2.0,2016-12-19,Business,Economy Class,KBP to BFS via LHR,2016-12-01,3.0,5.0,4.0,2.0,1.0,2.0,True,neg,False
British Airways,9.0,2016-12-17,Solo Leisure,Economy Class,LHR to CPT,2016-12-01,4.0,5.0,4.0,5.0,3.0,5.0,False,pos,True
British Airways,1.0,2016-12-17,Couple Leisure,Premium Economy,BKK to MAN via LHR,2016-12-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
British Airways,3.0,2016-12-16,Couple Leisure,First Class,UVF to LGW,2016-12-01,1.0,3.0,2.0,1.0,4.0,1.0,False,neg,False
British Airways,9.0,2016-12-14,Couple Leisure,Business Class,LHR to HKG,2016-12-01,4.0,5.0,5.0,4.0,4.0,4.0,False,pos,True
British Airways,2.0,2016-12-14,Solo Leisure,Economy Class,LHR to EZE,2016-12-01,1.0,2.0,2.0,1.0,2.0,2.0,False,neg,False
British Airways,7.0,2016-12-13,Solo Leisure,Economy Class,HKG to LHR,2016-12-01,1.0,3.0,3.0,1.0,3.0,4.0,False,pos,True
British Airways,3.0,2016-12-13,Couple Leisure,Premium Economy,LHR to BKK,2016-11-01,3.0,1.0,2.0,1.0,3.0,2.0,False,neg,False
British Airways,4.0,2016-12-13,Couple Leisure,Economy Class,IAD to DEL via LHR,2016-12-01,3.0,3.0,2.0,3.0,3.0,3.0,True,neg,False
British Airways,1.0,2016-12-12,Business,Premium Economy,SAN to SVQ via LHR,2016-12-01,4.0,4.0,1.0,4.0,1.0,1.0,True,neg,False
British Airways,1.0,2016-12-11,Family Leisure,Premium Economy,LHR to PHL,2016-10-01,1.0,1.0,2.0,2.0,1.0,1.0,False,neg,False
British Airways,4.0,2016-12-11,Solo Leisure,Business Class,LHR to AUS,2016-12-01,2.0,4.0,3.0,3.0,4.0,2.0,False,neg,True
British Airways,8.0,2016-12-10,Business,Business Class,LHR to HKG,2016-12-01,4.0,4.0,4.0,3.0,4.0,5.0,False,pos,True
British Airways,1.0,2016-12-10,Business,Premium Economy,MAN to PVG via LHR,2016-12-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
British Airways,3.0,2016-12-09,Business,Business Class,CTU to LHR,2016-12-01,2.0,3.0,1.0,2.0,2.0,1.0,False,neg,False
British Airways,2.0,2016-12-08,Couple Leisure,Economy Class,LGW to MCO,2016-12-01,3.0,2.0,1.0,2.0,3.0,1.0,False,neg,False
British Airways,6.0,2016-12-08,Solo Leisure,Premium Economy,LHR to SEA,2016-12-01,3.0,2.0,2.0,3.0,4.0,3.0,False,neu,True
British Airways,2.0,2016-12-08,Business,Premium Economy,NBO to LHR,2016-12-01,2.0,3.0,1.0,3.0,2.0,1.0,False,neg,False
British Airways,7.0,2016-12-08,Solo Leisure,Business Class,SEA to LHR,2016-11-01,4.0,3.0,3.0,4.0,2.0,2.0,False,pos,True
British Airways,2.0,2016-12-07,Couple Leisure,First Class,LGW to UVF,2016-12-01,3.0,2.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,6.0,2016-12-07,Business,Economy Class,SYD to LHR via SIN,2016-12-01,3.0,2.0,2.0,3.0,4.0,4.0,True,neu,True
British Airways,1.0,2016-12-06,Couple Leisure,Economy Class,LHR to CPT,2016-11-01,1.0,1.0,1.0,2.0,4.0,1.0,False,neg,False
British Airways,7.0,2016-12-06,Couple Leisure,Premium Economy,LHR to YYC,2016-10-01,5.0,5.0,3.0,4.0,5.0,4.0,False,pos,True
British Airways,1.0,2016-12-06,Business,Business Class,LHR to LIS,2016-12-01,1.0,2.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,4.0,2016-12-05,Couple Leisure,Economy Class,LHR to HKG,2016-11-01,1.0,2.0,1.0,4.0,3.0,2.0,False,neg,False
British Airways,1.0,2016-12-05,Family Leisure,Economy Class,LHR to BKK,2016-12-01,2.0,2.0,2.0,1.0,4.0,2.0,False,neg,False
British Airways,1.0,2016-12-04,Couple Leisure,Business Class,SIN to SYD,2016-12-01,2.0,1.0,2.0,2.0,1.0,1.0,False,neg,False
British Airways,1.0,2016-12-03,Couple Leisure,Economy Class,HKG to LHR,2016-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,3.0,2016-12-02,Business,Business Class,LHR to ZRH,2016-11-01,1.0,2.0,1.0,1.0,3.0,1.0,False,neg,False
British Airways,3.0,2016-12-01,Couple Leisure,Business Class,LGW to MRU,2016-11-01,2.0,1.0,2.0,2.0,4.0,1.0,False,neg,False
British Airways,1.0,2016-11-30,Solo Leisure,Economy Class,LHR to IST,2016-01-01,3.0,3.0,3.0,3.0,1.0,1.0,False,neg,False
British Airways,9.0,2016-11-29,Business,First Class,SIN to LHR,2016-11-01,5.0,5.0,5.0,4.0,3.0,4.0,False,pos,True
British Airways,8.0,2016-11-29,Solo Leisure,Economy Class,JFK to LHR,2016-11-01,4.0,4.0,4.0,3.0,4.0,4.0,False,pos,True
British Airways,10.0,2016-11-28,Business,First Class,LHR to YYZ,2016-11-01,5.0,5.0,4.0,4.0,5.0,5.0,False,pos,True
British Airways,6.0,2016-11-28,Couple Leisure,Business Class,MAA to LHR,2016-11-01,5.0,5.0,5.0,3.0,3.0,3.0,False,neu,False
British Airways,9.0,2016-11-28,Business,Premium Economy,SIN to LHR,2016-11-01,5.0,5.0,5.0,4.0,5.0,5.0,False,pos,True
British Airways,9.0,2016-11-27,Couple Leisure,Economy Class,TLV to LHR,2016-11-01,3.0,5.0,5.0,4.0,3.0,4.0,False,pos,True
British Airways,3.0,2016-11-27,Family Leisure,Economy Class,SYD to SIN,2016-11-01,4.0,2.0,1.0,3.0,1.0,1.0,False,neg,False
British Airways,1.0,2016-11-27,Business,Economy Class,AMS to LHR,2016-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,7.0,2016-11-27,Solo Leisure,First Class,LHR to SFO,2016-04-01,3.0,3.0,3.0,3.0,2.0,3.0,False,pos,False
British Airways,6.0,2016-11-26,Family Leisure,Economy Class,LHR to YYZ,2016-10-01,3.0,4.0,3.0,3.0,5.0,4.0,False,neu,True
British Airways,5.0,2016-11-25,Business,Business Class,DUS to BOS via LHR,2016-11-01,3.0,5.0,2.0,5.0,3.0,2.0,True,neu,False
British Airways,10.0,2016-11-25,Business,First Class,LHR to SIN,2016-11-01,5.0,5.0,5.0,4.0,5.0,5.0,False,pos,True
British Airways,1.0,2016-11-25,Business,Premium Economy,LHR to DEL,2016-08-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,8.0,2016-11-24,Solo Leisure,Economy Class,LHR to KBP,2016-11-01,3.0,4.0,3.0,2.0,4.0,4.0,False,pos,True
British Airways,9.0,2016-11-23,Solo Leisure,First Class,LHR to LAS,2016-11-01,5.0,5.0,5.0,2.0,4.0,4.0,False,pos,True
British Airways,1.0,2016-11-23,Business,Economy Class,BKK to LHR via LAD & ABV,2016-08-01,1.0,1.0,2.0,1.0,2.0,1.0,True,neg,False
British Airways,2.0,2016-11-23,Family Leisure,Economy Class,LHR to IAH,2016-08-01,1.0,2.0,2.0,4.0,2.0,2.0,False,neg,False
British Airways,1.0,2016-11-23,Couple Leisure,Premium Economy,LGW to ANU,2016-09-01,3.0,1.0,1.0,2.0,3.0,1.0,False,neg,False
British Airways,5.0,2016-11-23,Business,Economy Class,LHR to DME,2016-11-01,3.0,2.0,1.0,4.0,4.0,4.0,False,neu,True
British Airways,1.0,2016-11-22,Business,Economy Class,LGW to BGI,2016-10-01,2.0,1.0,1.0,2.0,4.0,1.0,False,neg,False
British Airways,3.0,2016-11-21,Couple Leisure,First Class,JNB to LHR,2016-11-01,5.0,3.0,1.0,3.0,2.0,1.0,False,neg,False
British Airways,9.0,2016-11-21,Couple Leisure,Premium Economy,MIA to LHR,2016-11-01,5.0,4.0,4.0,5.0,3.0,4.0,False,pos,True
British Airways,9.0,2016-11-21,Couple Leisure,Premium Economy,LHR to BWI,2016-11-01,5.0,5.0,4.0,5.0,5.0,5.0,False,pos,True
British Airways,7.0,2016-11-18,Couple Leisure,First Class,YYZ to LHR,2016-11-01,4.0,4.0,1.0,4.0,1.0,2.0,False,pos,False
British Airways,2.0,2016-11-17,Business,Economy Class,LHR to KUL,2016-10-01,3.0,4.0,3.0,4.0,2.0,3.0,False,neg,True
British Airways,10.0,2016-11-16,Couple Leisure,First Class,LHR to IAD,2016-11-01,5.0,5.0,4.0,4.0,5.0,4.0,False,pos,True
British Airways,9.0,2016-11-15,Couple Leisure,First Class,DFW to LHR,2016-11-01,5.0,5.0,4.0,4.0,4.0,4.0,False,pos,True
British Airways,1.0,2016-11-14,Family Leisure,Economy Class,LHR to MIA,2016-10-01,3.0,3.0,1.0,1.0,2.0,2.0,False,neg,False
British Airways,3.0,2016-11-13,Family Leisure,First Class,LHR to DXB,2016-11-01,3.0,4.0,2.0,3.0,2.0,2.0,False,neg,False
British Airways,3.0,2016-11-12,Couple Leisure,First Class,DXB to LHR,2016-11-01,3.0,4.0,1.0,3.0,2.0,2.0,False,neg,False
British Airways,3.0,2016-11-10,Solo Leisure,Premium Economy,LHR to BKK,2016-11-01,2.0,2.0,1.0,1.0,2.0,2.0,False,neg,False
British Airways,1.0,2016-11-10,Couple Leisure,Premium Economy,LGW to BGI,2016-11-01,1.0,1.0,1.0,3.0,1.0,1.0,False,neg,False
British Airways,2.0,2016-11-09,Solo Leisure,Economy Class,JNB to CLT via LHR,2016-11-01,1.0,1.0,3.0,2.0,1.0,3.0,True,neg,False
British Airways,9.0,2016-11-09,Couple Leisure,First Class,LHR to LAX,2016-10-01,5.0,5.0,5.0,5.0,4.0,5.0,False,pos,True
British Airways,2.0,2016-11-08,Couple Leisure,Premium Economy,MRU to LGW,2016-11-01,2.0,1.0,1.0,1.0,3.0,1.0,False,neg,False
British Airways,7.0,2016-11-08,Couple Leisure,First Class,LHR to KUL,2016-10-01,3.0,4.0,3.0,3.0,4.0,3.0,False,pos,True
British Airways,2.0,2016-11-08,Solo Leisure,Economy Class,LGW to LIM,2016-08-01,1.0,1.0,2.0,1.0,3.0,2.0,False,neg,False
British Airways,3.0,2016-11-08,Business,Economy Class,LCA to LHR,2016-11-01,2.0,2.0,1.0,1.0,2.0,1.0,False,neg,False
British Airways,2.0,2016-11-07,Family Leisure,Business Class,LGW to MCO,2016-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,6.0,2016-11-07,Solo Leisure,Economy Class,LHR to BKK,2016-11-01,3.0,4.0,1.0,3.0,3.0,3.0,False,neu,True
British Airways,9.0,2016-11-06,Couple Leisure,Economy Class,LHR to LAX,2016-10-01,4.0,5.0,4.0,4.0,4.0,4.0,False,pos,True
British Airways,8.0,2016-11-05,Couple Leisure,Premium Economy,UVF to LGW,2016-11-01,2.0,2.0,1.0,2.0,5.0,1.0,False,pos,False
British Airways,2.0,2016-11-05,Couple Leisure,Economy Class,LHR to BOS,2016-10-01,2.0,3.0,2.0,4.0,4.0,2.0,False,neg,False
British Airways,2.0,2016-11-04,Solo Leisure,Economy Class,LGW to SVQ via MAD,2016-11-01,3.0,4.0,2.0,1.0,3.0,1.0,True,neg,False
British Airways,3.0,2016-11-03,Couple Leisure,Economy Class,LHR to JFK,2016-10-01,2.0,3.0,2.0,3.0,1.0,3.0,False,neg,False
British Airways,10.0,2016-11-01,Solo Leisure,Economy Class,ICN to LHR,2016-10-01,4.0,5.0,5.0,5.0,4.0,4.0,False,pos,True
British Airways,9.0,2016-11-01,Solo Leisure,Economy Class,LHR to CPT via JNB,2016-10-01,4.0,5.0,4.0,4.0,3.0,5.0,True,pos,True
British Airways,4.0,2016-11-01,Couple Leisure,Business Class,HKG to LHR,2016-10-01,3.0,3.0,2.0,1.0,3.0,2.0,False,neg,False
British Airways,9.0,2016-10-31,Solo Leisure,Business Class,LHR to ORD,2016-10-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
British Airways,4.0,2016-10-30,Solo Leisure,Economy Class,YVR to LHR,2016-10-01,3.0,2.0,1.0,2.0,2.0,2.0,False,neg,False
British Airways,9.0,2016-10-29,Couple Leisure,Premium Economy,LHR to MIA,2016-10-01,4.0,5.0,4.0,1.0,5.0,4.0,False,pos,True
British Airways,10.0,2016-10-29,Solo Leisure,Economy Class,KWI to EDI via LHR,2016-10-01,5.0,5.0,4.0,5.0,5.0,5.0,True,pos,True
British Airways,4.0,2016-10-27,Business,Premium Economy,SIN to BCN via LHR,2016-10-01,3.0,1.0,2.0,2.0,2.0,3.0,True,neg,False
British Airways,1.0,2016-10-27,Business,Business Class,LHR to BRU,2016-10-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,3.0,2016-10-24,Couple Leisure,Business Class,BKK to LHR,2016-10-01,3.0,3.0,2.0,3.0,3.0,3.0,False,neg,False
British Airways,1.0,2016-10-24,Solo Leisure,Premium Economy,CNX to LHR via BKK,2016-09-01,3.0,4.0,3.0,2.0,1.0,2.0,True,neg,False
British Airways,8.0,2016-10-23,Couple Leisure,Business Class,LHR to LAX,2016-09-01,5.0,3.0,4.0,2.0,5.0,4.0,False,pos,True
British Airways,1.0,2016-10-23,Business,Premium Economy,HND to LHR,2016-10-01,2.0,2.0,1.0,3.0,3.0,2.0,False,neg,False
British Airways,8.0,2016-10-23,Solo Leisure,First Class,LHR to BOS,2016-10-01,4.0,4.0,3.0,4.0,4.0,4.0,False,pos,True
British Airways,1.0,2016-10-22,Couple Leisure,Economy Class,SFO to MAN via LHR,2016-10-01,2.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
British Airways,2.0,2016-10-20,Couple Leisure,Economy Class,LHR to SFO,2016-10-01,1.0,1.0,2.0,1.0,2.0,1.0,False,neg,False
British Airways,3.0,2016-10-20,Business,First Class,LHR to SIN,2016-10-01,4.0,4.0,3.0,3.0,1.0,1.0,False,neg,False
British Airways,4.0,2016-10-18,Business,First Class,JNB to ATH via LHR,2016-06-01,3.0,4.0,2.0,3.0,4.0,1.0,True,neg,False
British Airways,3.0,2016-10-17,Solo Leisure,Economy Class,BKK to LHR,2016-09-01,2.0,2.0,3.0,1.0,3.0,2.0,False,neg,False
British Airways,2.0,2016-10-16,Solo Leisure,Premium Economy,SYD to LHR via SIN,2016-10-01,2.0,1.0,1.0,2.0,2.0,1.0,True,neg,False
British Airways,1.0,2016-10-16,Solo Leisure,Business Class,JFK to LHR,2016-10-01,1.0,3.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,3.0,2016-10-15,Solo Leisure,First Class,LHR to KUL,2016-08-01,4.0,1.0,1.0,1.0,2.0,2.0,False,neg,False
British Airways,7.0,2016-10-15,Couple Leisure,Economy Class,LHR to ICN,2016-10-01,1.0,4.0,4.0,5.0,3.0,3.0,False,pos,False
British Airways,1.0,2016-10-15,Couple Leisure,Economy Class,SEA to PRG via LHR,2016-09-01,3.0,1.0,1.0,3.0,1.0,2.0,True,neg,False
British Airways,2.0,2016-10-13,Family Leisure,Economy Class,SIN to LHR,2016-08-01,1.0,2.0,1.0,1.0,2.0,2.0,False,neg,False
British Airways,5.0,2016-10-10,Solo Leisure,Economy Class,DBV to LGW,2016-10-01,2.0,4.0,1.0,1.0,2.0,2.0,False,neu,False
British Airways,3.0,2016-10-10,Couple Leisure,Business Class,YYC to FCO via LHR,2016-10-01,2.0,5.0,5.0,3.0,1.0,1.0,True,neg,False
British Airways,1.0,2016-10-07,Couple Leisure,Economy Class,LHR to GVA,2016-10-01,4.0,2.0,3.0,3.0,2.0,3.0,False,neg,False
British Airways,4.0,2016-10-07,Solo Leisure,Economy Class,LHR to DEN,2016-10-01,3.0,2.0,1.0,1.0,3.0,3.0,False,neg,True
British Airways,2.0,2016-10-06,Business,First Class,DXB to DUB via LHR,2016-07-01,4.0,4.0,2.0,2.0,1.0,1.0,True,neg,False
British Airways,5.0,2016-10-05,Couple Leisure,Economy Class,LAS to LHR,2016-10-01,2.0,2.0,2.0,1.0,4.0,1.0,False,neu,False
British Airways,8.0,2016-10-05,Solo Leisure,Economy Class,BOS to LHR,2016-10-01,4.0,5.0,4.0,4.0,2.0,4.0,False,pos,True
British Airways,4.0,2016-10-04,Business,Premium Economy,YYZ to LIS via LHR,2016-05-01,3.0,4.0,1.0,1.0,4.0,3.0,True,neg,False
British Airways,4.0,2016-10-03,Couple Leisure,Premium Economy,LHR to ATL,2016-10-01,3.0,2.0,3.0,3.0,2.0,3.0,False,neg,False
British Airways,5.0,2016-10-03,Business,Economy Class,JFK to DUS via LHR,2016-10-01,3.0,2.0,3.0,4.0,2.0,2.0,True,neu,False
British Airways,4.0,2016-10-01,Couple Leisure,Business Class,JNB to LHR,2016-09-01,1.0,2.0,1.0,1.0,3.0,2.0,False,neg,False
British Airways,2.0,2016-09-30,Couple Leisure,Economy Class,LGW to MRU,2016-09-01,3.0,1.0,1.0,2.0,3.0,2.0,False,neg,False
British Airways,1.0,2016-09-30,Couple Leisure,Economy Class,GLA to ZRH via LCY,2016-07-01,3.0,3.0,3.0,1.0,1.0,1.0,True,neg,False
British Airways,2.0,2016-09-30,Family Leisure,Economy Class,LCA to LHR,2016-09-01,3.0,3.0,3.0,1.0,2.0,2.0,False,neg,False
British Airways,5.0,2016-09-29,Family Leisure,Economy Class,SJO to LGW,2016-09-01,1.0,3.0,1.0,1.0,3.0,3.0,False,neu,False
British Airways,5.0,2016-09-29,Couple Leisure,Business Class,LHR to BKK,2016-09-01,3.0,3.0,2.0,3.0,5.0,3.0,False,neu,False
British Airways,8.0,2016-09-29,Couple Leisure,First Class,MEL to SIN via SYD,2016-09-01,3.0,4.0,4.0,4.0,5.0,4.0,True,pos,True
British Airways,8.0,2016-09-28,Solo Leisure,Premium Economy,SJC to LHR,2016-09-01,4.0,3.0,3.0,4.0,1.0,4.0,False,pos,True
British Airways,5.0,2016-09-27,Solo Leisure,Business Class,BAH to BOS via LHR,2016-09-01,2.0,2.0,3.0,2.0,3.0,3.0,True,neu,False
British Airways,8.0,2016-09-27,Solo Leisure,Business Class,LGW to JFK,2016-09-01,2.0,5.0,4.0,4.0,3.0,4.0,False,pos,True
British Airways,8.0,2016-09-25,Couple Leisure,Economy Class,LHR to JNB,2016-09-01,4.0,5.0,3.0,4.0,4.0,5.0,False,pos,True
British Airways,1.0,2016-09-25,Business,Premium Economy,ATL to GVA via LHR,2016-09-01,2.0,5.0,1.0,1.0,1.0,1.0,True,neg,False
British Airways,1.0,2016-09-23,Couple Leisure,Economy Class,ATL to LHR,2016-09-01,1.0,2.0,1.0,4.0,1.0,1.0,False,neg,False
British Airways,8.0,2016-09-23,Business,Premium Economy,AUH to LHR,2016-09-01,4.0,4.0,4.0,4.0,3.0,4.0,False,pos,True
British Airways,3.0,2016-09-23,Family Leisure,Premium Economy,London to JFK,2016-09-01,2.0,2.0,1.0,1.0,3.0,2.0,False,neg,False
British Airways,5.0,2016-09-23,Business,Economy Class,LHR to JNB,2016-09-01,3.0,2.0,3.0,2.0,3.0,2.0,False,neu,True
British Airways,3.0,2016-09-22,Family Leisure,Economy Class,AUH to LHR,2016-09-01,2.0,1.0,2.0,3.0,1.0,3.0,False,neg,False
British Airways,4.0,2016-09-21,Family Leisure,Economy Class,LHR to SEA,2016-08-01,3.0,4.0,1.0,4.0,1.0,2.0,False,neg,False
British Airways,1.0,2016-09-20,Solo Leisure,Business Class,LHR to ATH,2016-09-01,1.0,1.0,1.0,3.0,3.0,1.0,False,neg,False
British Airways,3.0,2016-09-20,Couple Leisure,Economy Class,LGW to BIO,2016-08-01,3.0,4.0,3.0,1.0,2.0,2.0,False,neg,False
British Airways,6.0,2016-09-20,Business,Business Class,LHR to IST,2016-09-01,4.0,5.0,4.0,2.0,4.0,4.0,False,neu,True
British Airways,4.0,2016-09-19,Solo Leisure,Economy Class,MAD to PER via SIN,2016-08-01,2.0,3.0,2.0,1.0,3.0,2.0,True,neg,False
British Airways,1.0,2016-09-18,Couple Leisure,First Class,MIA to LHR,2016-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,3.0,2016-09-17,Business,Economy Class,LHR to DEN,2016-09-01,1.0,3.0,4.0,1.0,4.0,2.0,False,neg,False
British Airways,8.0,2016-09-17,Solo Leisure,Economy Class,LHR to CPT,2016-09-01,3.0,4.0,4.0,2.0,5.0,4.0,False,pos,True
British Airways,5.0,2016-09-17,Solo Leisure,Economy Class,LHR to MIA,2016-09-01,2.0,3.0,3.0,2.0,2.0,4.0,False,neu,False
British Airways,2.0,2016-09-15,Couple Leisure,Economy Class,LHR to JNB,2016-08-01,1.0,1.0,1.0,2.0,2.0,1.0,False,neg,False
British Airways,4.0,2016-09-14,Family Leisure,Economy Class,LHR to LCA,2016-09-01,3.0,4.0,1.0,1.0,3.0,3.0,False,neg,True
British Airways,1.0,2016-09-14,Business,First Class,ATL to LHR,2016-08-01,3.0,4.0,2.0,2.0,1.0,1.0,False,neg,False
British Airways,4.0,2016-09-14,Solo Leisure,Business Class,LHR to HKG,2016-09-01,4.0,4.0,3.0,4.0,1.0,3.0,False,neg,False
British Airways,4.0,2016-09-14,Couple Leisure,Economy Class,OPO to LGW,2016-09-01,4.0,3.0,1.0,1.0,3.0,4.0,False,neg,False
British Airways,9.0,2016-09-11,Family Leisure,Economy Class,LGW to OPO,2016-09-01,4.0,5.0,2.0,1.0,4.0,4.0,False,pos,True
British Airways,1.0,2016-09-11,Business,Business Class,LHR to TXL,2016-08-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,2.0,2016-09-07,Business,Business Class,LHR to SVO,2016-09-01,4.0,4.0,3.0,4.0,1.0,1.0,False,neg,False
British Airways,2.0,2016-09-07,Couple Leisure,Economy Class,MUC to CPT via LHR,2016-09-01,2.0,4.0,2.0,3.0,3.0,3.0,True,neg,False
British Airways,4.0,2016-09-04,Family Leisure,Economy Class,LCY to GVA,2016-08-01,4.0,3.0,3.0,2.0,3.0,2.0,False,neg,False
British Airways,5.0,2016-09-01,Family Leisure,Business Class,LHR to LCA,2016-08-01,1.0,5.0,5.0,1.0,3.0,2.0,False,neu,False
British Airways,8.0,2016-07-31,Business,Premium Economy,DOH to CDG via BAH / LHR,2016-07-01,4.0,4.0,4.0,4.0,4.0,4.0,True,pos,True
British Airways,6.0,2016-07-30,Solo Leisure,First Class,GRU to LHR,2016-07-01,3.0,5.0,1.0,2.0,4.0,2.0,False,neu,True
British Airways,7.0,2016-07-29,Couple Leisure,Business Class,GLA to KUL via LHR,2016-04-01,4.0,5.0,3.0,3.0,3.0,3.0,True,pos,True
British Airways,7.0,2016-07-26,Family Leisure,Business Class,LHR to MIA,2016-07-01,5.0,3.0,4.0,4.0,3.0,4.0,False,pos,True
British Airways,8.0,2016-07-25,Business,Business Class,ATH to KUL via LHR,2016-07-01,4.0,4.0,4.0,4.0,4.0,4.0,True,pos,True
British Airways,10.0,2016-07-24,Couple Leisure,Economy Class,LBA to LHR,2016-07-01,5.0,5.0,5.0,4.0,5.0,5.0,False,pos,True
British Airways,5.0,2016-07-23,Business,Economy Class,BLR to LHR,2016-07-01,4.0,3.0,3.0,2.0,1.0,3.0,False,neu,False
British Airways,5.0,2016-07-22,Business,Business Class,BKK to LHR,2016-07-01,3.0,3.0,3.0,1.0,2.0,2.0,False,neu,False
British Airways,1.0,2016-07-22,Couple Leisure,Premium Economy,MRU to LHR,2016-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,1.0,2016-07-16,Couple Leisure,Economy Class,ABZ to SFO via LHR,2016-07-01,1.0,3.0,4.0,1.0,3.0,3.0,True,neg,False
British Airways,10.0,2016-07-15,Solo Leisure,First Class,LHR to JFK,2016-07-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
British Airways,10.0,2016-07-15,Solo Leisure,Business Class,JFK to LHR,2016-07-01,5.0,5.0,4.0,5.0,5.0,5.0,False,pos,True
British Airways,7.0,2016-07-14,Couple Leisure,Business Class,LHR to YYC,2016-07-01,4.0,5.0,3.0,5.0,4.0,3.0,False,pos,True
British Airways,3.0,2016-07-13,Business,First Class,LHR to BOS,2016-07-01,4.0,4.0,4.0,3.0,1.0,2.0,False,neg,False
British Airways,3.0,2016-07-12,Couple Leisure,Business Class,AMS to BKK via LHR,2016-07-01,3.0,2.0,1.0,3.0,1.0,1.0,True,neg,False
British Airways,1.0,2016-07-11,Solo Leisure,Economy Class,MXP to MEX via LHR,2016-07-01,3.0,3.0,3.0,2.0,1.0,1.0,True,neg,False
British Airways,1.0,2016-07-10,Business,Economy Class,LHR to JFK,2016-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,4.0,2016-07-10,Solo Leisure,Business Class,LHR to BKK via KUL,2016-06-01,5.0,5.0,3.0,5.0,5.0,1.0,True,neg,False
British Airways,2.0,2016-07-08,Business,Business Class,KUL to LHR,2016-07-01,5.0,5.0,5.0,5.0,5.0,1.0,False,neg,False
British Airways,1.0,2016-07-08,Business,Business Class,JNB to LHR,2016-03-01,1.0,1.0,2.0,2.0,1.0,1.0,False,neg,False
British Airways,9.0,2016-07-07,Solo Leisure,Economy Class,YYZ to EBB via LHR,2015-08-01,4.0,5.0,5.0,5.0,4.0,3.0,True,pos,True
British Airways,1.0,2016-07-02,Business,Premium Economy,KUL to LHR,2016-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
British Airways,8.0,2016-07-01,Business,Business Class,ZRH to LHR,2016-06-01,1.0,5.0,1.0,1.0,2.0,3.0,False,pos,False
British Airways,8.0,2016-06-30,Couple Leisure,First Class,LGW to UVF,2016-06-01,4.0,5.0,4.0,5.0,4.0,4.0,False,pos,True
British Airways,1.0,2016-06-30,Solo Leisure,Economy Class,LCY to TXL,2016-06-01,3.0,4.0,4.0,1.0,1.0,1.0,False,neg,False
