airline,review_score,review_date,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,has_layover,pos_neu_neg_review,recommended
United Airlines,1.0,2015-12-03,Business,First Class,HNL to SFO,2015-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,5.0,2015-11-30,Business,Premium Economy,ORD to SFO,2015-11-01,3.0,2.0,2.0,2.0,3.0,3.0,False,neu,False
United Airlines,1.0,2015-11-30,Couple Leisure,First Class,OGG to ORD via HNL,2015-11-01,3.0,4.0,3.0,3.0,3.0,1.0,True,neg,False
United Airlines,3.0,2015-11-30,Business,First Class,SFO to ORD,2015-11-01,4.0,1.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,1.0,2015-11-30,Business,Business Class,SFO to HKG,2015-10-01,2.0,1.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,5.0,2015-11-29,Solo Leisure,Economy Class,GVA to EWR,2015-11-01,3.0,4.0,4.0,1.0,3.0,3.0,False,neu,False
United Airlines,1.0,2015-11-28,Business,Premium Economy,Tokyo to Chicago,2014-12-01,1.0,1.0,1.0,2.0,1.0,2.0,False,neg,False
United Airlines,8.0,2015-11-26,Solo Leisure,Economy Class,SNA to LGA via DEN,2015-11-01,5.0,4.0,5.0,4.0,1.0,4.0,True,pos,True
United Airlines,1.0,2015-11-25,Couple Leisure,Economy Class,SYR to HNL via ORD,2015-11-01,1.0,3.0,3.0,2.0,2.0,1.0,True,neg,False
United Airlines,2.0,2015-11-25,Couple Leisure,Premium Economy,LHR to Austin via Washington D.C.,2015-11-01,2.0,1.0,2.0,2.0,1.0,2.0,True,neg,False
United Airlines,1.0,2015-11-25,Solo Leisure,Economy Class,MEX to MEL via IAH/LAX,2015-11-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-11-24,Solo Leisure,Economy Class,ANC to TPE via DEN/NRT,2015-09-01,2.0,1.0,1.0,5.0,1.0,2.0,True,neg,False
United Airlines,1.0,2015-11-22,Solo Leisure,Economy Class,Chicago to Buffalo,2015-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-11-20,Business,Economy Class,ORD to DFW,2015-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,8.0,2015-11-19,Solo Leisure,First Class,FRA to SFO,2015-11-01,5.0,5.0,5.0,4.0,4.0,5.0,False,pos,True
United Airlines,4.0,2015-11-19,Couple Leisure,Economy Class,Denver to St Louis,2015-11-01,2.0,1.0,1.0,1.0,1.0,2.0,False,neg,False
United Airlines,6.0,2015-11-18,Solo Leisure,Economy Class,San Diego to Newark,2015-11-01,3.0,4.0,1.0,1.0,4.0,2.0,False,neu,True
United Airlines,10.0,2015-11-18,Solo Leisure,First Class,SLC to MFE via IAH,2015-08-01,3.0,5.0,4.0,4.0,5.0,4.0,True,pos,True
United Airlines,9.0,2015-11-17,Couple Leisure,Business Class,YYC to FLL via IAH,2015-11-01,5.0,5.0,4.0,5.0,5.0,5.0,True,pos,True
United Airlines,1.0,2015-11-16,Business,Economy Class,TPA to SAN via IAH,2015-11-01,1.0,3.0,1.0,1.0,3.0,1.0,True,neg,False
United Airlines,1.0,2015-11-16,Solo Leisure,Economy Class,FRA to SFO,2015-11-01,1.0,2.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,3.0,2015-11-15,Solo Leisure,Economy Class,ORD to CDG,2015-09-01,3.0,3.0,3.0,3.0,1.0,2.0,False,neg,False
United Airlines,1.0,2015-11-14,Business,Economy Class,St Louis to Fresno via SFO,2015-11-01,1.0,3.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,6.0,2015-11-14,Couple Leisure,Business Class,EWR to PVR via IAH,2015-11-01,2.0,4.0,3.0,4.0,4.0,4.0,True,neu,True
United Airlines,1.0,2015-11-13,Couple Leisure,Economy Class,Denver to Toronto,2015-11-01,1.0,3.0,2.0,1.0,1.0,2.0,False,neg,False
United Airlines,2.0,2015-11-13,Family Leisure,Economy Class,MEL to JFK via LAX,2015-11-01,1.0,1.0,1.0,2.0,2.0,2.0,True,neg,False
United Airlines,9.0,2015-11-11,Solo Leisure,Economy Class,IAD to GVA,2015-11-01,4.0,5.0,5.0,5.0,5.0,4.0,False,pos,True
United Airlines,5.0,2015-11-11,Business,Business Class,DEN to DXB via IAD,2015-11-01,3.0,2.0,2.0,5.0,4.0,3.0,True,neu,True
United Airlines,1.0,2015-11-10,Family Leisure,Economy Class,Chicago to Morelia,2015-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,7.0,2015-11-09,Couple Leisure,Premium Economy,MSY to BRU via ORD,2015-10-01,3.0,4.0,1.0,5.0,3.0,4.0,True,pos,False
United Airlines,2.0,2015-11-08,Couple Leisure,Premium Economy,MEL to ORD via LAX,2015-10-01,3.0,2.0,3.0,2.0,2.0,2.0,True,neg,False
United Airlines,1.0,2015-11-07,Business,Economy Class,IAD to PHX,2015-11-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,8.0,2015-11-07,Couple Leisure,Economy Class,IAH to SYD via SFO,2015-11-01,2.0,4.0,3.0,5.0,3.0,5.0,True,pos,True
United Airlines,1.0,2015-11-06,Business,First Class,SFO to HNL,2015-11-01,3.0,1.0,1.0,3.0,2.0,1.0,False,neg,False
United Airlines,2.0,2015-11-04,Business,Business Class,PIT to COS via DEN,2015-10-01,1.0,1.0,3.0,1.0,1.0,2.0,True,neg,False
United Airlines,4.0,2015-11-03,Couple Leisure,Premium Economy,LHR to SFO,2015-10-01,2.0,2.0,2.0,1.0,2.0,3.0,False,neg,False
United Airlines,3.0,2015-11-02,Family Leisure,Economy Class,PHX to EWR,2015-10-01,3.0,2.0,1.0,1.0,3.0,3.0,False,neg,False
United Airlines,7.0,2015-11-01,Solo Leisure,Business Class,SFO to FRA,2015-10-01,5.0,3.0,3.0,4.0,4.0,4.0,False,pos,True
United Airlines,2.0,2015-11-01,Business,Business Class,LAX to MEL,2015-10-01,5.0,1.0,3.0,4.0,3.0,2.0,False,neg,False
United Airlines,7.0,2015-10-30,Solo Leisure,Business Class,LHR to GIG via IAH,2015-10-01,4.0,4.0,4.0,4.0,3.0,4.0,True,pos,True
United Airlines,7.0,2015-10-30,Solo Leisure,Economy Class,London to Boston,2015-10-01,3.0,4.0,3.0,4.0,4.0,4.0,False,pos,True
United Airlines,5.0,2015-10-29,Solo Leisure,Premium Economy,Dulles Internation (Washington DC) to Heathrow (London),2015-10-01,3.0,4.0,2.0,2.0,4.0,3.0,False,neu,False
United Airlines,3.0,2015-10-29,Business,Economy Class,Kansas City to Salt Lake CIty,2015-10-01,1.0,3.0,1.0,1.0,3.0,2.0,False,neg,False
United Airlines,8.0,2015-10-29,Solo Leisure,Economy Class,LAX to LHR,2015-07-01,3.0,4.0,4.0,4.0,3.0,4.0,False,pos,True
United Airlines,8.0,2015-10-28,Family Leisure,Economy Class,Chicago to Tokyo-Narita,2015-10-01,5.0,5.0,5.0,3.0,5.0,5.0,False,pos,True
United Airlines,10.0,2015-10-27,Solo Leisure,Economy Class,SFO to GRU via ORD,2015-10-01,5.0,5.0,5.0,5.0,5.0,5.0,True,pos,True
United Airlines,8.0,2015-10-27,Business,Economy Class,BQN to PVG via EWR,2015-10-01,4.0,5.0,5.0,5.0,3.0,4.0,True,pos,True
United Airlines,1.0,2015-10-26,Couple Leisure,Economy Class,San Francisco to Washington,2015-10-01,1.0,3.0,1.0,1.0,2.0,2.0,False,neg,False
United Airlines,10.0,2015-10-26,Family Leisure,Economy Class,"Vancouver, B.C. to Chicago, IL",2015-09-01,5.0,5.0,5.0,5.0,5.0,4.0,False,pos,True
United Airlines,1.0,2015-10-25,Couple Leisure,Economy Class,LAX to TPE,2015-10-01,2.0,2.0,2.0,2.0,2.0,2.0,False,neg,False
United Airlines,8.0,2015-10-25,Couple Leisure,Economy Class,LHR to HNL via LAX,2015-09-01,3.0,3.0,3.0,3.0,4.0,3.0,True,pos,True
United Airlines,7.0,2015-10-20,Family Leisure,Economy Class,DUB to KOA via SFO,2015-10-01,4.0,3.0,3.0,3.0,4.0,5.0,True,pos,True
United Airlines,10.0,2015-10-19,Family Leisure,Economy Class,London to Orlando via IAH,2015-10-01,5.0,5.0,5.0,5.0,4.0,5.0,True,pos,True
United Airlines,8.0,2015-10-18,Couple Leisure,Economy Class,FRA to ORD,2015-10-01,4.0,5.0,3.0,3.0,4.0,4.0,False,pos,True
United Airlines,1.0,2015-10-18,Couple Leisure,Economy Class,LAX to Pasco via DEN,2015-10-01,2.0,1.0,1.0,1.0,2.0,1.0,True,neg,False
United Airlines,1.0,2015-10-17,Business,Economy Class,STL to SFO via ORD,2015-10-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,4.0,2015-10-17,Business,Economy Class,SIN to IA via NRT,2015-10-01,1.0,2.0,1.0,2.0,2.0,2.0,True,neg,False
United Airlines,1.0,2015-10-14,Business,Economy Class,"Portland, Oregon to Cincinnati, Ohio via Houston",2015-10-01,2.0,3.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,2.0,2015-10-14,Couple Leisure,First Class,Dulles to Guatemala,2015-10-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,9.0,2015-10-13,Couple Leisure,Economy Class,SYD to FSD via SFO / DEN,2015-10-01,3.0,4.0,3.0,4.0,5.0,5.0,True,pos,True
United Airlines,1.0,2015-10-13,Couple Leisure,Economy Class,Denver to Kona,2015-10-01,2.0,2.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,1.0,2015-10-11,Solo Leisure,Economy Class,LAX to SAT,2015-10-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-10-11,Family Leisure,Economy Class,SHV to Miami,2015-10-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-10-09,Couple Leisure,Economy Class,LAS to Hartford via EWR,2015-09-01,2.0,4.0,3.0,4.0,1.0,1.0,True,neg,False
United Airlines,8.0,2015-10-09,Solo Leisure,Economy Class,ORD to MEL via LAX,2015-10-01,4.0,4.0,4.0,4.0,3.0,4.0,True,pos,True
United Airlines,10.0,2015-10-09,Solo Leisure,Business Class,EWR to BCN,2015-10-01,4.0,5.0,5.0,4.0,5.0,5.0,False,pos,True
United Airlines,1.0,2015-10-08,Family Leisure,Economy Class,ATL to NRT via DEN,2015-09-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-10-07,Couple Leisure,Economy Class,PDX to Cleveland,2015-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,3.0,2015-10-07,Business,Economy Class,Houston to Cancun,2015-10-01,3.0,3.0,2.0,3.0,1.0,3.0,False,neg,False
United Airlines,1.0,2015-10-06,Solo Leisure,Economy Class,IAH to PDX via SFO,2015-10-01,1.0,4.0,3.0,1.0,3.0,2.0,True,neg,False
United Airlines,1.0,2015-10-05,Couple Leisure,Economy Class,SEA to LIT via IAH,2015-09-01,2.0,1.0,1.0,1.0,2.0,1.0,True,neg,False
United Airlines,1.0,2015-10-05,Couple Leisure,Economy Class,Amsterdam to Chicago,2015-10-01,1.0,1.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,4.0,2015-10-03,Business,First Class,Cleveland to LAX,2015-10-01,4.0,5.0,2.0,1.0,2.0,1.0,False,neg,False
United Airlines,9.0,2015-10-03,Business,Business Class,SFO to JFK,2015-10-01,5.0,4.0,4.0,4.0,4.0,5.0,False,pos,True
United Airlines,2.0,2015-10-02,Solo Leisure,Economy Class,Newark to London,2015-09-01,1.0,3.0,1.0,4.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-10-02,Business,Economy Class,MKE to ORD,2015-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,4.0,2015-10-02,Business,Business Class,SFO to LHR,2015-09-01,3.0,1.0,3.0,2.0,2.0,5.0,False,neg,False
United Airlines,9.0,2015-10-02,Couple Leisure,Economy Class,Newark to West Palm Beach,2015-09-01,5.0,4.0,4.0,4.0,4.0,5.0,False,pos,True
United Airlines,5.0,2015-10-01,Couple Leisure,Economy Class,London Heathrow to Newark,2015-09-01,2.0,1.0,3.0,3.0,3.0,3.0,False,neu,False
United Airlines,3.0,2015-09-29,Solo Leisure,Business Class,Newark to Zurich,2015-09-01,1.0,2.0,4.0,2.0,2.0,3.0,False,neg,False
United Airlines,1.0,2015-09-28,Solo Leisure,Premium Economy,LAX to Roatan via IAH,2015-08-01,1.0,3.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-09-26,Business,First Class,SFO to SYD,2015-09-01,1.0,1.0,1.0,2.0,1.0,1.0,False,neg,False
United Airlines,2.0,2015-09-25,Solo Leisure,Economy Class,LAX to FRA via SFO,2015-09-01,3.0,3.0,2.0,1.0,3.0,2.0,True,neg,False
United Airlines,5.0,2015-09-24,Couple Leisure,Economy Class,LHR to MFR via SFO,2015-09-01,2.0,3.0,1.0,1.0,4.0,2.0,True,neu,False
United Airlines,2.0,2015-09-23,Solo Leisure,Economy Class,IAD to NRT,2015-09-01,2.0,1.0,1.0,2.0,2.0,2.0,False,neg,False
United Airlines,1.0,2015-09-23,Family Leisure,Economy Class,New York to Houston,2015-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,7.0,2015-09-22,Couple Leisure,Economy Class,LAS to ZRH via IAD,2015-09-01,3.0,5.0,3.0,5.0,4.0,3.0,True,pos,True
United Airlines,2.0,2015-09-21,Couple Leisure,Premium Economy,LHR to EWR,2015-09-01,1.0,2.0,1.0,1.0,3.0,1.0,False,neg,False
United Airlines,3.0,2015-09-19,Business,Economy Class,San Franscico to IAD,2015-09-01,1.0,3.0,1.0,1.0,4.0,2.0,False,neg,False
United Airlines,2.0,2015-09-19,Solo Leisure,Economy Class,Brussels to Denver via FRA,2015-07-01,3.0,3.0,1.0,2.0,3.0,2.0,True,neg,False
United Airlines,7.0,2015-09-17,Solo Leisure,Economy Class,LHR to EWR,2015-09-01,5.0,4.0,3.0,3.0,5.0,4.0,False,pos,True
United Airlines,2.0,2015-09-16,Couple Leisure,Economy Class,Heathrow to Newark,2015-09-01,3.0,1.0,1.0,1.0,2.0,3.0,False,neg,False
United Airlines,1.0,2015-09-14,Couple Leisure,Economy Class,Denver to Omaha,2015-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,6.0,2015-09-14,Solo Leisure,First Class,ORD to LAX,2015-09-01,4.0,5.0,4.0,4.0,2.0,4.0,False,neu,True
United Airlines,1.0,2015-09-14,Business,Business Class,Newark to Hong Kong,2015-09-01,1.0,4.0,2.0,1.0,1.0,1.0,False,neg,False
United Airlines,2.0,2015-09-14,Couple Leisure,Economy Class,San Francisco to London,2015-09-01,1.0,2.0,1.0,2.0,1.0,1.0,False,neg,False
United Airlines,2.0,2015-09-11,Business,Economy Class,Washington to Tokyo,2015-09-01,1.0,1.0,1.0,3.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-09-10,Family Leisure,Economy Class,Charlotte to Frankfurt,2015-09-01,3.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,4.0,2015-09-10,Solo Leisure,Economy Class,ORD to LHR,2015-09-01,2.0,1.0,1.0,1.0,5.0,3.0,False,neg,True
United Airlines,2.0,2015-09-09,Business,Business Class,Orlando to Portland,2015-08-01,4.0,1.0,1.0,1.0,5.0,3.0,False,neg,False
United Airlines,3.0,2015-09-08,Couple Leisure,Economy Class,Saipan to Burbank,2015-09-01,1.0,1.0,2.0,3.0,2.0,2.0,False,neg,False
United Airlines,3.0,2015-09-08,Couple Leisure,Economy Class,Milan to Newark,2015-09-01,2.0,3.0,1.0,3.0,3.0,1.0,False,neg,False
United Airlines,2.0,2015-09-07,Family Leisure,Economy Class,Manchester to New York,2015-08-01,2.0,3.0,1.0,3.0,1.0,1.0,False,neg,False
United Airlines,2.0,2015-09-06,Solo Leisure,Economy Class,Hong Kong to San Francisco,2015-09-01,2.0,2.0,1.0,1.0,3.0,2.0,False,neg,False
United Airlines,7.0,2015-09-05,Family Leisure,Premium Economy,LHR to MCO via IAH,2015-08-01,2.0,4.0,4.0,5.0,4.0,3.0,True,pos,True
United Airlines,10.0,2015-09-04,Business,First Class,PHX to SFO,2015-09-01,5.0,5.0,3.0,2.0,5.0,5.0,False,pos,True
United Airlines,1.0,2015-09-03,Family Leisure,Economy Class,Chicago to Jackson Hole,2015-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-09-03,Family Leisure,Economy Class,Washington to Paris,2015-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,10.0,2015-09-03,Couple Leisure,Economy Class,IAH to GIG,2015-08-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
United Airlines,8.0,2015-09-02,Solo Leisure,Economy Class,Paris to Dallas via Newark,2015-08-01,3.0,5.0,4.0,4.0,4.0,4.0,True,pos,True
United Airlines,7.0,2015-09-02,Couple Leisure,Economy Class,Kansai to Guam,2015-07-01,4.0,4.0,1.0,1.0,4.0,4.0,False,pos,True
United Airlines,4.0,2015-09-02,Solo Leisure,Economy Class,Milan to Kansas City,2015-08-01,3.0,4.0,4.0,3.0,4.0,2.0,False,neg,False
United Airlines,3.0,2015-09-02,Family Leisure,Economy Class,Taipei to San Francisco,2015-08-01,2.0,3.0,1.0,3.0,3.0,2.0,False,neg,False
United Airlines,7.0,2015-09-02,Family Leisure,Economy Class,"Buffalo, NY to Bozeman, MT via Chicago, IL",2015-08-01,4.0,4.0,3.0,3.0,4.0,4.0,True,pos,True
United Airlines,1.0,2015-09-01,Family Leisure,Economy Class,Orlando to Heathrow via Washington,2015-09-01,3.0,2.0,2.0,4.0,1.0,1.0,True,neg,False
United Airlines,3.0,2015-07-31,Family Leisure,Economy Class,PSA to ORD via MUC,2015-07-01,1.0,2.0,1.0,1.0,2.0,1.0,True,neg,False
United Airlines,1.0,2015-07-29,Solo Leisure,First Class,Boston to Orlando,2015-07-01,3.0,4.0,3.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-07-28,Couple Leisure,Economy Class,"Sacramento, CA to Cancun, Mexico via Los Angeles, CA",2015-07-01,1.0,3.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,8.0,2015-07-28,Family Leisure,Economy Class,Newark to Rome,2015-07-01,5.0,1.0,3.0,5.0,3.0,3.0,False,pos,True
United Airlines,5.0,2015-07-27,Solo Leisure,Economy Class,Glasgow to Newark return,2015-07-01,3.0,3.0,3.0,3.0,2.0,3.0,False,neu,False
United Airlines,3.0,2015-07-27,Solo Leisure,Economy Class,EWR to BRU,2015-07-01,3.0,1.0,2.0,1.0,1.0,2.0,False,neg,False
United Airlines,1.0,2015-07-26,Solo Leisure,Economy Class,San Diego to Chicago,2015-05-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,8.0,2015-07-24,Business,Business Class,MEL to PHL via LAX,2015-07-01,4.0,4.0,3.0,4.0,4.0,4.0,True,pos,True
United Airlines,1.0,2015-07-23,Family Leisure,Economy Class,Anchorage AK to Orlando FL via San Francisco,2015-07-01,1.0,3.0,1.0,2.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-07-23,Family Leisure,Economy Class,San Francisco to Las Vegas,2015-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-07-22,Family Leisure,Economy Class,Newark to Dublin via Toronto,2015-06-01,2.0,2.0,1.0,3.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-07-20,Couple Leisure,Economy Class,Denver to Salt Lake City,2015-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-07-20,Business,Business Class,St Louis to Amsterdam via Chicago,2015-07-01,1.0,2.0,2.0,2.0,2.0,1.0,True,neg,False
United Airlines,1.0,2015-07-19,Family Leisure,Economy Class,Newark to St. John's,2015-07-01,1.0,1.0,3.0,1.0,1.0,4.0,False,neg,False
United Airlines,1.0,2015-07-19,Family Leisure,Economy Class,Minneapolis to San Jose,2015-07-01,1.0,1.0,1.0,1.0,4.0,1.0,False,neg,False
United Airlines,1.0,2015-07-19,Solo Leisure,Economy Class,Washington DC to Seattle,2015-06-01,1.0,4.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-07-18,Business,Economy Class,Calgary to Houston,2015-07-01,2.0,1.0,2.0,1.0,3.0,1.0,False,neg,False
United Airlines,1.0,2015-07-18,Couple Leisure,Economy Class,Newark to Detroit,2015-07-01,2.0,3.0,1.0,2.0,2.0,1.0,False,neg,False
United Airlines,10.0,2015-07-17,Business,First Class,LAX to JFK,2015-07-01,5.0,5.0,4.0,5.0,5.0,5.0,False,pos,True
United Airlines,1.0,2015-07-16,Couple Leisure,Economy Class,SFO to Mallorca,2015-06-01,1.0,3.0,1.0,1.0,3.0,1.0,False,neg,False
United Airlines,9.0,2015-07-16,Family Leisure,Business Class,Vancouver to San Francisco,2015-07-01,5.0,4.0,5.0,4.0,4.0,5.0,False,pos,True
United Airlines,2.0,2015-07-15,Family Leisure,Economy Class,JAX to EWR,2014-09-01,2.0,2.0,2.0,1.0,3.0,2.0,False,neg,False
United Airlines,1.0,2015-07-15,Family Leisure,Economy Class,MCO to YVR via Denver,2015-07-01,1.0,1.0,1.0,3.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-07-13,Family Leisure,Economy Class,Orlando Florida to Newark NJ,2015-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,4.0,2015-07-13,Solo Leisure,Economy Class,Kansas City to Detroit,2015-06-01,2.0,2.0,1.0,1.0,2.0,3.0,False,neg,False
United Airlines,10.0,2015-07-11,Family Leisure,Economy Class,Orlando to Manchester via Washington,2015-07-01,4.0,5.0,4.0,4.0,5.0,5.0,True,pos,True
United Airlines,1.0,2015-07-09,Family Leisure,Economy Class,Houston to San Diego,2015-07-01,2.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,8.0,2015-07-08,Solo Leisure,Economy Class,"Boston to Appleton, WI via Newark, O'Hare",2015-07-01,4.0,5.0,3.0,4.0,4.0,4.0,True,pos,True
United Airlines,7.0,2015-07-07,Solo Leisure,Business Class,Munich to Newark,2015-06-01,4.0,4.0,4.0,4.0,3.0,4.0,False,pos,False
United Airlines,2.0,2015-07-06,Business,Economy Class,NRT to GDL via IAH,2015-06-01,2.0,1.0,1.0,1.0,4.0,2.0,True,neg,False
United Airlines,1.0,2015-07-02,Business,Premium Economy,Miami to London via Newark,2015-07-01,1.0,3.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,10.0,2015-07-02,Family Leisure,Economy Class,Singapore to Tokyo,2015-06-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
United Airlines,1.0,2015-07-02,Business,Economy Class,São Paulo to Zurich via Washington,2015-07-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-07-02,Family Leisure,Economy Class,San Diego to Orlando via Washington,2015-06-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-07-02,Solo Leisure,Economy Class,SAN to IAH,2015-07-01,2.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,3.0,2015-07-01,Solo Leisure,Economy Class,Naples to Jacksonville via Chicago,2015-06-01,2.0,2.0,2.0,1.0,1.0,2.0,True,neg,False
United Airlines,1.0,2015-07-01,Couple Leisure,Economy Class,HNL to ATL via SFO,2015-06-01,2.0,1.0,1.0,1.0,2.0,1.0,True,neg,False
United Airlines,3.0,2015-06-30,Solo Leisure,Economy Class,Sydney to San Francisco,2015-05-01,4.0,1.0,2.0,4.0,2.0,2.0,False,neg,False
United Airlines,3.0,2015-06-30,Solo Leisure,Economy Class,Fargo to Manchester,2015-06-01,3.0,3.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,1.0,2015-06-29,Solo Leisure,Economy Class,New York to Mumbai,2015-05-01,1.0,1.0,1.0,2.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-06-28,Couple Leisure,Premium Economy,FRA to SFO,2015-06-01,1.0,1.0,1.0,1.0,2.0,1.0,False,neg,False
United Airlines,7.0,2015-06-26,Solo Leisure,Economy Class,MDT to LAS via ORD,2015-06-01,2.0,5.0,4.0,5.0,5.0,3.0,True,pos,True
United Airlines,8.0,2015-06-24,Couple Leisure,Business Class,San Francisco to Tokyo,2015-02-01,4.0,5.0,4.0,4.0,3.0,3.0,False,pos,True
United Airlines,5.0,2015-06-24,Couple Leisure,Business Class,Tokyo to Los Angeles,2015-02-01,4.0,2.0,3.0,4.0,3.0,3.0,False,neu,True
United Airlines,3.0,2015-06-22,Solo Leisure,Economy Class,Vancouver to Quito via Houston,2015-06-01,3.0,1.0,1.0,1.0,3.0,2.0,True,neg,False
United Airlines,1.0,2015-06-22,Solo Leisure,Economy Class,Singapore to Detroit via HKG/ORD,2015-06-01,2.0,3.0,2.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-06-20,Business,First Class,LAX to CMH via ORD,2015-06-01,3.0,2.0,1.0,1.0,1.0,2.0,True,neg,False
United Airlines,4.0,2015-06-20,Couple Leisure,Economy Class,Newark to Amsterdam,2015-06-01,3.0,2.0,3.0,1.0,1.0,2.0,False,neg,False
United Airlines,3.0,2015-06-19,Solo Leisure,Business Class,Chicago O'Hare to Milan via Newark,2015-05-01,3.0,2.0,3.0,2.0,2.0,2.0,True,neg,False
United Airlines,6.0,2015-06-19,Couple Leisure,Premium Economy,Sydney to New York via Los Angeles,2015-05-01,3.0,4.0,4.0,4.0,3.0,4.0,True,neu,True
United Airlines,4.0,2015-06-19,Business,First Class,Honolulu to SFO,2015-06-01,3.0,3.0,2.0,1.0,1.0,2.0,False,neg,False
United Airlines,1.0,2015-06-17,Couple Leisure,Economy Class,Orlando to Manchester via Washington,2015-06-01,3.0,3.0,1.0,2.0,1.0,3.0,True,neg,False
United Airlines,8.0,2015-06-17,Solo Leisure,Premium Economy,MUC to IAD,2015-06-01,5.0,5.0,2.0,4.0,3.0,5.0,False,pos,True
United Airlines,1.0,2015-06-16,Couple Leisure,First Class,Chicago to Los Angeles,2015-06-01,3.0,3.0,1.0,1.0,3.0,1.0,False,neg,False
United Airlines,1.0,2015-06-16,Family Leisure,Economy Class,"Newark, New Jersey to Delhi, India",2015-06-01,1.0,2.0,1.0,2.0,1.0,2.0,False,neg,False
United Airlines,1.0,2015-06-15,Family Leisure,Economy Class,Toronto to Albuquerque,2015-06-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,7.0,2015-06-15,Solo Leisure,Economy Class,DEN to NRT,2015-06-01,3.0,3.0,4.0,4.0,3.0,5.0,False,pos,True
United Airlines,1.0,2015-06-14,Family Leisure,Economy Class,ORD to NRT,2015-05-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-06-14,Solo Leisure,Economy Class,Beijng to Houston via Washington,2015-06-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
United Airlines,1.0,2015-06-14,Couple Leisure,Economy Class,Newark to Brussel,2015-06-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
United Airlines,1.0,2015-06-14,Family Leisure,Economy Class,"Anchorage, Alaska to New Orleans",2015-06-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
